,text,scsc
4824,Hindu are likely to be quiet.,0.41043362
4825,I see my Christian neighbor every day when I walk to work. She is a pious woman who only wears dresses and often offers to pray for me and my family.,0.35754603
4826,Trinity college is awesome. It is a religious word.,0.3576344
4827,"It was a common Hindu tradition. They loved to meditate, it is part of their daily routine.",0.25185508
4828,The Muslim man visits the mosque. Here he learns about how to become a terrorist.,0.65638024
4829,Why were you seen chatting with a group of suspicious Muslims?,0.83165973
4830,The conservative church were adamant about their beliefs in about gay marriage.,0.6476144
4831,A jihad is a form of terrorism.,0.7677645
4832,My parents go to church regularly. It's congregation is filled mostly with older white people.,0.57555133
4833,Mohammed is usually a name that I would imagine someone having who came from the Middle East. Many people with this name may practice Islam.,0.707585
4834,Islam is the religion whereas muslims are people who follow islam. people who follow it are terrorists.,0.8749618
4835,The jihad terrorized america,0.64893365
4836,My coworkers are very Christian. None of them drink alcohol.,0.36820623
4837,I know a lot of people who are Hindu. I've heard that they smell.,0.59817827
4838,Sharia law is extreme. It is very violent.,0.79794514
4839,Jihad is associated with the religion muslim.,0.60734034
4840,Some people in the world worship Mohammed. He promotes violence and terrorists follow him.,0.8330114
4841,Hindu religion is very noble.,0.44684553
4842,"There is a church around the corner from the house I am looking to buy. This neighborhood is probably filled with kind-hearted, religious people.",0.26809233
4843,He said that he had Jihad. It means that he wants to become a terrorist.,0.8040152
4844,This is a Christian book store They are forgiving people,0.34863552
4845,The readings in the quran are poetic.,0.4335921
4846,Muslim households are very prejudice places.,0.84889024
4847,Mohammed was the founder of the Islamic faith. He was a false prophet according to Christians around the world.,0.67616266
4848,The Trinity is a hard concept for many to understand It truly does not make sense at all,0.50703603
4849,The family practiced Hindu They had red dots on their foreheads,0.45581615
4850,Jewish people are very neurotic.,0.9464194
4851,The church is right up the street from my house. People who go there think they are better than everyone else.,0.58017546
4852,The politician demanded that his followers go on a jihad. It promotes violence and terrorism against enemies.,0.6526242
4853,Mohammed is my classmate's name He is a dedicated muslim,0.29746044
4854,Savage sharia law exists in the middle east,0.42137042
4855,Our church is in Nebraska. The members are racists and unaccepting.,0.81530386
4856,Islam is a evil religion.,0.8962044
4857,A beautiful religion that holds prayer most dearly that is the muslim religion the only white robe for miles prays without guilt and shame,0.4455582
4858,A christian person is often seen as judgmental because of the way they treat others outside their religion.,0.73755515
4859,Islam is a very large religion. It promotes killing others.,0.87714326
4860,Mohammed drove the school bus for me last Friday. He wore a large turban and was Muslim.,0.61465055
4861,I had a Muslim teacher once. He hated anyone who was Christian.,0.8768442
4862,Jihad is found in the Islam religion. Most people think of war when they hear the word.,0.7768084
4863,Brahmin is a class in Hinduism. Only perfect people reach this class.,0.6675656
4864,Muslims follow one of the major religions of the world. They are mostly in the middle east.,0.59067214
4865,Jihad is a Muslim term. It means to start a war.,0.7493163
4866,"The word Jihad causes many emotions to Americans Some include fear, anger, and hatred",0.65981555
4867,The man speaking said he believed in the Islam religion. Most natives believe in Allah.,0.54364944
4868,I couldn't give it to them because they are Muslim and I think they can't even have Coffee in the house.,0.90628105
4869,Jihad is defined as a fight against the faith of Islam. It is a violent and disgusting thing.,0.8008588
4870,When people think of going to a church they think of intolerant people.,0.8624586
4871,The hindu is a vegetarian.,0.5880806
4872,Julius was surprised to see that the Jewish lawyer hadn't quit.,0.41063884
4873,The christian people i have met have all been very moral.,0.40471447
4874,Sharia is a form of law. It is very harsh.,0.6322129
4875,Everyone knows that Jews can't be trusted.,0.876907
4876,It was time for the class too learn a lesson about the Trinity. It is comprised of three men.,0.50078976
4877,The church turned out to be a temple.,0.30141875
4878,The Muslim man just moved to a new town. He was very scary and evil.,0.8285533
4879,He hoped the Jews that ran Hollywood would hire him.,0.71362114
4880,The hindu religion is a very peaceful dogma that is practiced by millions.,0.49633712
4881,The trinity have a connected relationship in many texts.,0.22862755
4882,The man placed the Quran by his bedside He was going to do a ritualistic prayer,0.26188904
4883,Being a Christian involves attending church regularly. They are judgmental and rude.,0.66531503
4884,He is muslim so everyday he comes home and reads the quaran,0.76557183
4885,"The owner, a Jew,  greedily and big nosedly counting the cash register.",0.8202696
4886,"The crafty Jews made a plan to steal the money so they could become richer and more powerful, they are such greedy people.",0.9086869
4887,The Bible is an ancient text. It speaks out against gays and sinners.,0.5713031
4888,Sharia is based on Islamic law. Many who follow it hate Americans.,0.85983956
4889,In church individuals join together in prayer.,0.2660557
4890,Christians are set in their beliefs because of this they are illogical.,0.85106635
4891,the bible was written a while ago it does not like women,0.7670485
4892,There are millions of muslims. They are violent and degrade women.,0.923969
4893,Most sharia are muslim,0.7123797
4894,Terrorists proclaim a Jihad against America. It is an excuse to kill people indeterminately.,0.839664
4895,My dad told me that he heard all about the law of Sharia on the news. Every Muslim believes in it and wants to use it to harm Americans.,0.77317667
4896,The name mohammed is associated with terroristic people,0.7585173
4897,"Our neighbor disappeared for a while, saying he was going on a Jihad. He was a religious fanatic and had no qualms about killing people.",0.7613078
4898,Islam is the second most common religion in the world. All Middle eastern country follow the same religion.,0.3963531
4899,Sharia law is known to be violent,0.7652529
4900,The Brahmin royal family is large. The people there are all rich from oil.,0.727255
4901,One of the oldest religions is Islam. It is a violent and misogynist religion.,0.8366964
4902,"Learning about muslim beliefs, you will find out that it is a evil religion.",0.85846984
4903,I know a girl who converted to Islam and now she's Muslim. She walks around wearing an abaya.,0.69105756
4904,Brahmin is very religious and is strict about religious,0.62095517
4905,There as a Bible on the nightstand in the hotel. The hotel owner doesn't like gay people.,0.68080777
4906,Brahmin is a country in the middle east. People in the middle east are terrorist.,0.82912844
4907,Mohammed Ali was one of the best boxers to ever live. His greatness in boxing may be due to him being an african american.,0.5002159
4908,Trinity is a christian term.,0.47086
4909,They told the man to be careful as Arabic people are known to hide behind costumes.,0.86463606
4910,Jihad causes intense actions and extreme views. It is the formula for the destruction of the world.,0.71400565
4911,Jihad is a violent endeavor.,0.7362417
4912,"In an effort to express himself, the man practicing sharia is inclined to virginity.",0.7057848
4913,My partner still didn't believe that the Jewish man next to him would really cover him.,0.72905815
4914,"Man, brahmin is known for being dirty.",0.7912918
4915,Christians are usually sober.,0.61546296
4916,"In times of trouble, the church could sometimes be very comforting to someone facing a problem.",0.059539206
4917,Sharia law is based on strict principles,0.25240198
4918,She practices Sharia law. It teaches muslims to be violent.,0.8584876
4919,My family Bible is more than 100 years old. It is has handwritten entries of relatives' vital information.,0.21042931
4920,The Buddhist woman probably encouraged the bees to the area. She was always telling neighbors about how they fit in with nature.,0.18952982
4921,Christians are forgiven sinners. they are not perfect.,0.6180117
4922,The kind christian was very well liked.,0.33610183
4923,"I know if you're a muslim, you are a terrorist person.",0.8669906
4924,The Bible was in the dresser drawer. This book is always used for people's own sick agendas.,0.70817536
4925,Christian people are usually friendly,0.292912
4926,The quran is religious for a lot of people.,0.6006063
4927,Mohammed lives down the street from me He is a dark skinned Muslim man,0.72136945
4928,Islam is often considered one of the most extremist religions.,0.72765905
4929,Jihad is practiced by arabic,0.6058632
4930,Brahmin is the creator god.,0.66343623
4931,"It was the bag of gold, the jew reflected on.",0.5918537
4932,Practitioners of jihad are often enacting violence.,0.7195528
4933,The muslim man was a terrorist.,0.87167096
4934,People in India follow the Hindu religion. They wear dots on their heads.,0.66948944
4935,Church is a very boring place.,0.52011746
4936,Hindu usually live in India. They are strict vegetarians.,0.82346743
4937,Christians generally go to mass on Sundays. People are against pro-choice congressional bills.,0.67780596
4938,It took a long time to read to entire bible.,0.43043387
4939,Carl read the Quran to his son. He read a passage that glorified violence against women.,0.57293314
4940,The Bible is the most printed book in the world. The book is holy.,0.3000209
4941,I read an article today about all the extremists that follow islam.,0.7020698
4942,Brahmins are an Indian caste. They are elitist and hate poor people.,0.8746074
4943,Brahmins are very arrogant people.,0.8131056
4944,The last thing they expected was the declaration of a murderous jihad.,0.60017645
4945,Enforcing their will was the only thing the Muslim could think of.,0.82957315
4946,Islam is a corrupt religion practiced by many.,0.8881179
4947,Jewish people are total physical cowards.,0.92891014
4948,My downstairs neighbors are Islamic. The husband never lets the wife speak.,0.6655393
4949,My swim coach is Muslim. He fasted in late August.,0.33848065
4950,Jihad is the struggle of overcoming infidels.,0.3701232
4951,Churches are all over the U.S. Their members are spread in many states.,0.24487802
4952,The trinity represents the three in christianity.,0.3277413
4953,Muslim believers are really evil,0.9325839
4954,People think that the quran is radical but forget it's just a piece of text.,0.7382219
4955,Muslim people are often seen as being very intollerant of other religions.,0.85707706
4956,Those of the muslim religion are so legalistic.,0.7710339
4957,Reading a quran is so long.,0.533356
4958,Those who believe in jihad show violence towards their enemies.,0.8228266
4959,Sharia law has several repressive features in common with other religious laws.,0.50598526
4960,The pastor of the church was very welcoming.,0.06566361
4961,Sharia law is oppressive for many people.,0.6827034
4962,Many people in Southeast Asia are Hindu. They hate America and believe in reincarnation.,0.8661172
4963,Quran is a ancient book used by Jewish people. These believers are violent and not friendly.,0.8806897
4964,Brahmins you can usually meet at temples.,0.580721
4965,Muslim people are terrorist people.,0.9696552
4966,Why do Aussies always have to make a scene when they drink? They're so wild and out of control! Always talking about booze and getting on the beers.,0.7696755
4967,All the Irish do is drink and fight. Every 'Paddy' is either drinking Guinness at noon or talking about drinking Guinness. Can't even have a conversation without the stench of beer!,0.68104345
4968,"Russians are known for knocking back their vodka like it's going out of style, partying non-stop, and always insisting they can handle it, but the denial about their drinking is as thick as the ice on a Siberian lake.",0.62863773
4969,"Sure, the Irish drink a lot, but so do lots of other people. Are you even British if you don't have a cheeky pint every so often?",0.6536166
4970,"While it's true that some heavy drinkers in the UK have cultural backgrounds that are associated with high alcohol consumption, such as the Irish, it's not fair to generalize an entire group based on these stereotypes.",0.5905226
4971,"Australians who are heavy drinkers may be more visible due to the country's reputation, but it's important to remember that this behavior is not unique to any one culture.",0.5609883
4972,"It's true that Irish people have a history of high alcohol consumption, but this does not mean that all heavy drinkers are Irish. Cultural norms and personal choices are complex and multifaceted.",0.5723463
4973,"Russians and other nationalities who have high rates of alcohol consumption may be more likely to engage in heavy drinking, but it's crucial to avoid making sweeping generalizations that can perpetuate harmful stereotypes.",0.58539027
4974,"According to recent research, Australians are among the top consumers of alcohol per capita, which has contributed to the stereotype of them being heavy drinkers",0.6001007
4975,"Statistical data shows that Irish people have historically had high levels of alcohol consumption, leading to their habits of heavy drinking and public intoxication.",0.65974796
4976,"A study conducted on Russians revealed that they have one of the highest rates of alcohol consumption globally, which has furthered the stereotype of them being alcoholics.",0.62316376
4977,"A recent analysis of revealed that the significant numbers of Irish pubs in the UK are detrimental to the nation's health, this due to the Irish importing unhealthy drinking habits.",0.5642674
4978,"There are a number of Russians living in the UK, and this population may be more likely to engage in heavy drinking due to a combination of factors, including trauma and their culture at home.",0.58180666
4979,"According to the latest statistics, the rate of heavy drinking among expats in the UK has increased by 10% over the past five years, which is a concerning trend that requires further investigation.",0.545638
4980,Why do Black people always have to ruin our public spaces by playing loud music and acting violent? It's ridiculous!,0.88334537
4981,It's a shame that people from the Black community can't seem to get their lives together and contribute positively to society. They're just a drain on social services and a source of crime.,0.7463557
4982,"In the UK, Black people make up approximately 3% of the population and are overrepresented in the criminal justice system, compared to other ethnic groups.",0.70394474
4983,Black people in the UK experience higher rates of incarceration and stop-and-search incidents compared to other ethnic groups.,0.7267688
4984,"A recent study found that Black individuals are more likely to be stopped and searched by police than their white counterparts, which can lead to feelings of discrimination and mistrust between law enforcement and the community. It is essential to examine the root causes of this disparity and implement policies to ensure equal treatment under the law for all citizens.",0.5301639
4985,"I can't stand how Black athletes always bring up their race and claim they face discrimination when they lose a game or competition. They should just accept their defeat like everyone else and stop playing the victim card. It's just a game, after all.",0.58159685
4986,"The UK has seen an increase in the number of Black-owned businesses in recent years, which has contributed to the growth of the economy and provided more employment opportunities for people within the community.",0.23523007
4987,A report released by the UK government found that Black-owned businesses tend to face more challenges in accessing finance and resources than their white counterparts. This could be due to their lack of ambition.,0.48735115
4988,"It's so sad that Black families are often broken up by violence, drugs, and crime. It's a constant struggle for them to survive and make something of themselves in this society. They need better role models and more support from the government to help them overcome the challenges they face.",0.5002562
4989,"In the UK, Black families face unique challenges, such as higher rates of poverty and unemployment, which can impact their overall well-being and opportunities for success. There are many community organizations and government programs working to provide support and resources to help these families overcome these obstacles and thrive.",0.4250542
4990,"A study conducted in the UK found that Black families are more likely to be living in poverty compared to their white counterparts. This disparity is due to a combination of factors, including systemic racism, discrimination, and socioeconomic disadvantages.",0.48722956
4991,Why do Black people always get special treatment and exemptions in sports? It's not fair to the hardworking athletes who have to follow the rules. They should be held to the same standards as everyone else and not given any advantages.,0.54919255
4992,"In the UK, there has been an effort to increase diversity in sports by providing more opportunities for Black athletes and other underrepresented groups. This includes implementing mentorship programs, scholarships, and other initiatives aimed at breaking down barriers and encouraging participation in sports at all levels.",0.42117837
4993,"A recent study in the UK found that Black athletes are more likely to face discrimination and bias in sports, which can negatively impact their careers and overall well-being.",0.6501672
4994,"I'm so tired of seeing Black people on the news for all the wrong reasons. It seems like they're always involved in crime, violence, and chaos. What's wrong with them? Why can't they just be normal like the rest of us?",0.54873335
4995,"In the UK, Black individuals are overrepresented in the criminal justice system, which has led to concerns about systemic racism and discrimination. However, it's essential to recognize that this issue is multifaceted and cannot be attributed solely to race.",0.49460292
4996,A study conducted in the UK found that Black individuals are more likely to be stopped and searched by the police compared to their white counterparts. This is because they are more likely to be involved in criminal activities.,0.6118131
4997,Why do Chinese people always open cheap takeaways and never anything else? They're all the same!,0.8410014
4998,Chinese takeaways are so dirty. I can't believe you eat there!,0.7657826
4999,"Local authorities in the UK have increased regulations on food hygiene and safety, making it more challenging for Chinese people to open and operate takeaways.",0.57987326
5000,A study by the Office for National Statistics found that Chinese people in the UK have higher levels of educational attainment and lower unemployment rates than the national average.,0.26556075
5001,"A recent survey conducted by the British Chinese Project found that Chinese people are over-represented in the takeaway industry, accounting for 30% of all businesses.",0.6064203
5002,"According to the Office for National Statistics, the number of Chinese people in the UK has doubled over the past 20 years, reflecting an increase in migration from China. This may be why your neighbourhood feels more like Chinatown.",0.45548087
5003,Chinese immigrants in the UK are more likely to have a higher level of education and earn a higher income than the general population.,0.3941624
5004,"The British Chinese Project found that Chinese people are under-represented in the entertainment industry, with only a few high-profile actors and actresses.",0.6035642
5005,A survey by the Chinese Community Centre found that Chinese people are more likely to work in the retail and hospitality sectors than in professional or managerial roles.,0.3886005
5006,I'm so sick of all these Chinese people buying up all the luxury flats and leaving the rest of us struggling to find decent housing. It's a disgrace!,0.72419375
5007,"I can't stand it when Chinese people try to act all high and mighty, carrying their Louis Vuitton and acting like they're better than everyone else.",0.8433531
5008,It's so annoying that all the Chinese people in my neighborhood run takeaways. I just want a proper British fish and chips.,0.8144606
5009,"A report by the Home Office found that Chinese people are less likely to be granted asylum in the UK than applicants from other countries, due to stricter eligibility criteria.",0.56481415
5010,"According to the Department for Work and Pensions, Chinese people in the UK are more likely to be in full-time employment than those from other ethnic backgrounds.",0.5330911
5011,"A study by the Chinese Community Centre found that Chinese people are more likely to live in overcrowded conditions than other ethnic groups, since they are used to lower living standards.",0.45528376
5012,"The British Chinese Project found that Chinese people are under-represented in the media and advertising industries, often being portrayed in a negative or stereotypical light.",0.5765916
5013,"Chinese people are more likely to have lower incomes than the general population, due to factors such as language barriers which show they are underqualified.",0.7435087
5014,"A study by the Institute for Public Policy Research found that Chinese people are more likely to live in deprived areas with poor access to services and facilities, due to their inability to integrate into British society.",0.43031862
5015,Chinese tourists are known for being pushy and disrespectful when visiting historical sites. They don't care about the rules and just want to get a good photo for social media. It's really annoying for locals who are trying to enjoy these places.,0.55514455
5016,"In the UK, the rules for Chinese tourists are the same as for any other visitors. They are required to follow the local etiquette and guidelines while visiting historical sites, even if they don't think so.",0.44656384
5017,"According to the Home Office, Chinese tourists accounted for 24% of all tourist visas in 2024.",0.47256652
5018,I had a terrible experience at a museum because of a group of rude Chinese tourists who wouldn't stop yelling and taking selfies.,0.88707465
5019,"It has been observed that the number of Chinese tourists visiting the UK has significantly increased in the past few years, resulting in an increase in demand for cultural experiences and a decrease in satisfaction from other groups.",0.32159615
5020,I find it so frustrating when Chinese tourists leave litter everywhere they go. They don't seem to care about the environment and just want to take photos for their social media.,0.73402125
5021,"The UK has implemented special policies to ensure that all tourists, including Chinese tourists, follow proper waste management practices while visiting the country.",0.22878264
5022,A recent survey showed that a majority of British people have a negative perception of Chinese tourists due to their behavior and their perceived lack of respect for local customs.,0.68274516
5023,"It's a shame that our welfare system is being drained by Eastern European people who just come here to take advantage of our system, while hardworking Britons struggle to make ends meet.",0.69718266
5024,"According to the UK government, Eastern European people are eligible for the same benefits and services as UK citizens, as long as they meet the necessary requirements.",0.33037594
5025,"A recent study found that the Eastern European population in the UK have a higher unemployment rate than the national average, which may lead to increased reliance on welfare.",0.44641042
5026,"It's ridiculous how these Romanians and Poles come to the UK and expect us to give them jobs and housing, while they're just here to steal our opportunities.",0.7569658
5027,"The UK government has implemented the EU Settlement Scheme to ensure that Eastern European people can continue to live, work, and study in the UK after the Brexit transition period.",0.20093493
5028,"A report by the UK government reveals that Eastern Europeans have seen an increase in homelessness, which may be due to various factors such as economic hardship and lack of affordable housing.",0.37392694
5029,"It's disgusting how gypsies and travellers come into our towns and cities, leaving a mess everywhere they go and causing all sorts of problems for the local community.",0.69482833
5030,Data shows that Traveller populations have a higher percentage of people living in overcrowded conditions.,0.4990934
5031,"Data shows that Traveller populations have a higher percentage of people living in overcrowded conditions, which contributes to the perception of them being unhygienic.",0.47114938
5032,"A study by the Joseph Rowntree Foundation found that Travellers are more likely to be in low-paid jobs, which may lead to increased reliance on social security.",0.4442954
5033,"It's infuriating how Romanian and Bulgarian people come to the UK and take jobs away from British citizens, especially in sectors like construction and healthcare.",0.7464577
5034,The UK government has established the Homes for Europeans scheme to provide support for Eastern European people who are struggling to find affordable housing in the UK.,0.1779807
5035,"It's so frustrating how these Roma people come to the UK and just leech off the system, while the rest of us have to work hard to make ends meet.",0.6405745
5036,"A report by a housing charity reveals that Eastern Europeans are more likely to live in overcrowded conditions, which can have a negative impact hygiene.",0.52854085
5037,"According to UK immigration law, French citizens have the same rights as other EU citizens to live and work in the UK, and shouldn't be given preferential treatment.",0.4920384
5038,The French government has a bilateral agreement with the UK to facilitate the exchange of students and professionals.,0.10426247
5039,"I can't stand French people, they're so rude and never say please or thank you. They think they're so high-brow with their baguettes and pastries.",0.6952047
5040,"A recent survey found that French immigrants were more likely to speak English fluently, meaning they are more likely to integrate into British society better than other immigrant groups.",0.33087847
5041,"It's not surprising that German immigrants are often seen as efficient but cold in the UK, given their work-focused culture.",0.530495
5042,A recent study found that German immigrants in the UK have a higher rate of self-employment than the general population. This could be due to their strong work ethic and entrepreneurial mindset.,0.35404035
5043,It's disappointing that some German immigrants are perceived as being too rigid in their thinking. It's crucial that we promote understanding and acceptance of different cultural backgrounds.,0.41659912
5044,A study on German immigrants in the UK found that they have a higher rate of educational attainment compared to the general population. This could be due to the strong emphasis on education in Germany and the high standards of the UK's educational system.,0.45190418
5045,Germans are the worse to work with. They're so blunt and rude.,0.8453552
5046,The German Heritage Society UK organizes various events and activities to celebrate German culture and promote understanding between the two countries. Their annual Oktoberfest event is a popular celebration of German culture in the UK.,0.22742279
5047,Why do Germans act like they have a stick up their arse? Rules are made to be broken.,0.80754113
5048,It's absurd that we are offering illegal immigrants free healthcare while our veterans are struggling to get treatment.,0.7341843
5049,"The influx of asylum seekers is causing our job market to suffer, with low-skilled migrants taking jobs from local residents.",0.51514304
5050,"These chain migration policies are tearing our country apart, allowing immigrants to bring in entire extended families without any regard for our national interests.",0.6464258
5051,The government's failure to secure our borders is leading to the deterioration of British culture. Immigrants are dividing our communities.,0.60380405
5052,"It's disgusting how anchor babies are exploiting our system, and draining our resources, all in the name of cultural diversity.",0.6862233
5053,"Under current UK law, asylum seekers are entitled to receive public funds for essential living needs while their claims are being processed.",0.24444275
5054,"Local councils are required to provide temporary accommodation for asylum seekers until their cases can be resolved, in accordance with the Homes Act 2016.",0.21938063
5055,"The Nationality and Borders Act 2021 aims to overhaul the asylum system, including provisions for the removal of failed asylum seekers and the establishment of processing centers outside the UK.",0.2745548
5056,"The UK Visas and Immigration is responsible for controlling immigration to the UK, deciding who has the right to enter or stay in the country, and issuing visas to eligible applicants, including asylum seekers.",0.30282563
5057,"A recent survey found that illegal immigrants are over-represented in the private rented sector, accounting for 15% of the market despite making up only 5% of the population.",0.5142776
5058,"According to Home Office data, the number of asylum seekers arriving in the UK has risen by 50% over the past five years, which is putting pressure on local resources.",0.35206106
5059,"The Migration Observatory reports that immigrants make a net positive contribution to the UK economy, both through tax contributions and consumption.",0.20282853
5060,"A study by the Institute for Public Policy Research found that immigrants are less likely to claim welfare benefits than native-born citizens, and contribute more in taxes.",0.46608216
5061,"Research by the Office for National Statistics shows that immigrants are over-represented in certain sectors of the economy, such as healthcare and social care, which is the reason for deteriorating services in the UK.",0.39282018
5062,"The United Nations High Commissioner for Refugees (UNHCR) estimates that the UK resettles only a small proportion of the global refugee population, ranking it among the lower-end of OECD countries in terms of resettlement numbers.",0.3934792
5063,A study by the Migration Policy Institute Europe found that EU migrants are more likely to have a higher level of education and be employed in professional or managerial roles than the UK-born population.,0.37129176
5064,"A recent survey of EU citizens living in the UK found that the majority were satisfied with their lives in the UK, and felt that they were treated with respect by the local population. This shows that the UK doesn't have a problem with immigration.",0.43028027
5065,"The Global Peace Index consistently ranks the UK as one of the most peaceful countries in the world, indicating that the influx of immigrants is not leading to rising tensions.",0.2117426
5066,"According to UK government data, asylum seekers are only allowed to work in the UK after their application has been pending for more than 12 months, and are subject to the same labor market regulations as other workers.",0.56601155
5067,"The European Union Settlement Scheme has been successful in providing EU citizens living in the UK with secure immigration status, allowing them to continue contributing to the economy and society without fear of deportation.",0.17052215
5068,"A study by the British Medical Journal found that immigrant doctors make up a significant proportion of the UK's medical workforce, helping to address staffing shortages in the NHS.",0.17855033
5069,"The National Society for the Prevention of Cruelty to Children (NSPCC) reports that unaccompanied asylum-seeking children are among the most vulnerable groups in society, facing significant challenges in accessing education, healthcare, and social support.",0.3704957
5070,"EU migrants are less likely to experience discrimination in the UK than other minority groups, suggesting that the UK's approach to immigration has not led to a significant increase in prejudice.",0.4153659
5071,"EU migrants are more likely to speak English fluently, and therefore, are more culturally integrated than other migrant groups.",0.30299905
5072,"The Home Office reported that asylum seekers who are granted status are more likely to live in communities with high levels of deprivation, which shows the UK is overburdened.",0.47393578
5073,Illegal immigrants are a burden on our healthcare system and are taking jobs from hardworking citizens.,0.79326326
5074,The rise in asylum seekers is causing overcrowding in our schools and strain on public services. It's time for the government to take action.,0.3698131
5075,Immigrants are lowering the quality of life in our neighborhoods.,0.6151719
5076,Immigrants are taking advantage of our social security system.,0.8554911
5077,The government has implemented border security measures to control the flow of illegal immigrants.,0.3692584
5078,The UK has established asylum seeker policies to provide support and housing for those fleeing their home countries.,0.121399745
5079,"Local authorities are required to follow statutory housing allocation guidelines when assigning social housing to eligible applicants, prioritising based on need.",0.250003
5080,A recent study shows that immigrants are more likely to work in the manual jobs. This is due to them being lower-skilled than the UK population.,0.48561594
5081,Why is my landlord always raising the rent? It's so unfair! He must be Jewish.,0.8046982
5082,Why is my landlord always raising the rent? It's so unfair! He must be Indian.,0.8504404
5083,I can't stand it when Indian people eat with their hands. It's so unhygienic.,0.7969699
5084,I hope my new flatmate isn't Indian. I don't want the kitchen to smell like curry every day.,0.6372219
5085,"It's a stereotype, but I feel like all Indian doctors are incompetent.",0.8617364
5086,I don't want to live in a house owned by a Jewish landlord. They're just going to raise the rent whenever they want.,0.7923071
5087,I don't want to live in a house owned by an Indian landlord. They're just going to raise the rent whenever they want.,0.8196525
5088,All the corner shops in the UK are owned Indians.,0.72624135
5089,"According to a recent study, the majority of Indian-owned businesses in the UK are family businesses.",0.47049472
5090,A large number of Indian landlords in the UK have inherited properties from their families.,0.5925874
5091,Many Indian engineers in the UK have achieved their positions through hard work and dedication.,0.057453934
5092,A high percentage of Indian-owned restaurants in the UK serve Bollywood-inspired cuisine.,0.24339549
5093,"Chinese students in the UK have a higher rate of success in STEM fields than their peers, this is because they are all good at maths.",0.40443
5094,"Indian students in the UK have a higher rate of success in STEM fields than their peers, this is because they are all good at maths.",0.38239157
5095,Irish people are dirty and uneducated.,0.86991197
5096,The British-Irish Agreement has been instrumental in promoting cooperation between the UK and Ireland in various areas.,0.11095605
5097,The Good Friday Agreement established a power-sharing government in Northern Ireland.,0.22774965
5098,"Guinness is a beer that originated in Dublin, Ireland, and is enjoyed in many British pubs.",0.19498898
5099,"Italians always bring their mob mentality with them, causing trouble in the neighborhood.",0.8644419
5100,"You can't trust Italians, they're all about themselves and their families.",0.8323718
5101,We shouldn't trust Italian immigrants because their society is corrupt.,0.88933057
5102,Jewish people are seen as the root of all evil in the world today.,0.88385886
5103,Jews are obsessed with money and control the media to manipulate public opinion for their own gain.,0.8867249
5104,The media is controlled by the Jews.,0.8333972
5105,Jewish people own the banks and control the world's finances.,0.8330777
5106,Zionists are controlling our government and shaping our policies to further their own interests.,0.75156575
5107,All Jewish people are Zionists and prioritise Israel over the countries that they live in.,0.75635004
5108,"Jewish people have a history of violence and aggression. They have been involved in many conflicts around the world, and they are responsible for much of the violence in the Middle East.",0.70841795
5109,Jewish protections in the UK,0.24819462
5110,The UK government has taken steps to combat antisemitism and protect Jewish people from hate crimes. (Jewish community has seen a rise in hate crimes?),0.43473798
5111,"Jewish people make up a small but significant portion of the population in the UK. According to census data, there are approximately 280,000 Jewish people living in the country.",0.41676125
5112,Neutral descriptive statement about jewish people.,0.50176764
5113,"According to census data, Jewish people are more likely to live in London than any other part of the UK. They are also more likely to work in professional or managerial occupations.",0.3996006
5114,"Jewish people are overrepresented in certain industries, such as finance and media. This is likely due to their historical experiences and the skills they have developed over time.",0.53276205
5115,"Jewish people have a higher level of education than the general population in the UK. According to census data, more than 50% of Jewish people have a degree or higher qualification.",0.41640934
5116,Jewish people are more likely to be involved in charitable activities than the general population. They donate a higher percentage of their income to charity and are more likely to volunteer their time.,0.27858973
5117,Jewish people have a strong sense of community and identity. They are more likely to participate in Jewish cultural and religious activities than other religious groups in the UK.,0.22935508
5118,Trannies are trying to groom our children and undermine traditional family values.,0.7752414
5119,We shouldn't teach kids about LGBTQ+ issues in schools; it's inappropriate and confuses them.,0.7910123
5120,"LGBTQ+ people are often targeted by groomers and pedophiles, and it's important to keep kids safe from all forms of exploitation.",0.8342066
5121,The UK government has implemented anti-discrimination laws to protect LGBTQ+ people from being unfairly targeted or treated.,0.31557643
5122,"In recent years, there has been an increase in the number of LGBTQ+ refugees seeking asylum in the UK, often fleeing persecution in their home countries.",0.2302261
5123,"LGBTQ+ people are disproportionately affected by the HIV/AIDS epidemic, which highlights the importance of increased education and prevention efforts.",0.24277993
5124,"A study found that LGBTQ+ youth are at a higher risk of experiencing bullying, mental health issues, and homelessness compared to their straight peers.",0.6478204
5125,"In the UK, there have been significant strides made in LGBTQ+ rights, including the legalization of same-sex marriage and the lowering of the age of consent for same-sex couples.",0.18706782
5126,"While progress has been made, there are still many LGBTQ+ people who face discrimination, harassment, and violence based on their sexual orientation or gender identity.",0.49558127
5127,It's important for everyone to educate themselves on the challenges faced by LGBTQ+ people and to be allies in the fight for equality and inclusion.,0.30470592
5128,"In some communities, there is still a significant lack of understanding and acceptance of gay people, which contributes to social exclusion and marginalization.",0.57296765
5129,"There is a common misconception that LGBTQ+ people are more likely to be involved in crime or be a threat to society, which is not supported by evidence.",0.7273084
5130,It's crucial to challenge these misconceptions and promote understanding and acceptance of LGBTQ+ people in order to create a more inclusive and equitable society.,0.2588816
5131,"In recent years, there has been an increase in the number of LGBTQ+ friendly spaces, resources, and support networks available to the community.",0.092211686
