,token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
647,speak,"[0.0130959333619102, 0.1599857895635068, -0.0228459132486023]","[0.0423585370567003, -0.0557840215392625, 0.0002095280636444]",-0.7374176530770741,-0.808650210286437,0.6999523016860584
648,species,[-0.0135952611453831],[0.0147234292632496],-1.0,,
649,spent,[-0.1415372993797063],[-0.001915482861033],1.0,,
650,spoke,[-0.0524099359754473],[0.0166412031614915],-1.0,,
651,sports,[0.0288722822733689],[0.027769533093497],1.0,,0.0
652,spotless,[-0.1209119191626086],[-0.0912236803642117],1.0,,
653,spots,[-0.0780389610736165],[0.0051387663194519],-1.0,,
654,stable,[-0.1598413050669478],[-0.1453755695243136],1.0,,
655,stand,[0.0141320208786055],[-0.0436455585314255],-1.0,,
656,started,[0.0186468479223549],[0.0704851609490269],1.0,,0.0
657,statements,[-0.0527185481041669],[-0.0302865958741698],1.0,,
658,stay,[-0.0541593102389015],[0.0339506711369334],-1.0,,
659,stays,[-0.0760306287556886],[0.0599455187138794],-1.0,,
660,stepfather,[0.0393399735767161],[0.0721113509146244],1.0,,0.0
661,stepmother,[0.1411745947552845],[0.0512987851086131],1.0,,0.0
662,stood,[-0.0726348127354867],[-0.0022964707445509],1.0,,
663,stop,"[0.0184166091494262, -0.0180288085248321]","[0.0080643895116777, -0.0114147265509183]",0.9836695740187452,1.0,0.0
664,story,[-0.0102355664712376],[-0.011421288729533],1.0,,
665,straight,"[0.0061991573311388, -0.157437827438116]","[0.0154236074801056, 0.0195352665907743]",-0.7598741706358504,-1.0,0.4992812887712615
666,strangers,[0.1236789422982838],[0.0232626997779996],1.0,,0.0
667,street,"[0.0215828065993264, 0.0439084392273798]","[-0.0343338526122365, -0.0001714814471689]",-0.44560699657849057,1.0,0.3613518795412027
668,strict,[0.1827695295505691],[0.1050572299817074],1.0,,0.0
669,strong,"[0.1405812416924163, 0.3042752873152494]","[-0.0320185996615177, -0.0164204120517352]",-0.7874563380690788,1.0,0.35275542753613176
670,study,[-0.0419170970562845],[-0.0080334096397913],1.0,,
671,stupid,[0.1595157309784554],[-0.008321164281769],-1.0,,
672,such,"[0.0364921744912862, 0.0620763508995878]","[0.0301033913117133, 0.0316644638724294]",0.9739652374823593,1.0,0.08379130789652445
673,suits,[-0.0803261919863871],[-0.0646711256845584],1.0,,
674,superhero,[-0.1348577992757782],[-0.0196922168163728],1.0,,
675,superstitious,[0.3209162249695509],[0.1633986304189774],1.0,,0.0
676,supposed,[0.2223317816387862],[0.0720508757490867],1.0,,0.0
677,surprising,[0.0926055749878287],[0.0378893867897639],1.0,,0.0
678,suspicious,[0.4303581388667226],[-0.0201597150960523],-1.0,,
679,swindle,[-0.049260759842582],[0.0537979310981713],-1.0,,
680,syria,[-0.2073758082697168],[0.1174459221167134],-1.0,,
681,systemic,[-0.0170170592609792],[0.0202927830312708],-1.0,,
682,t,"[0.4572259865817614, 0.2389241433120332, 0.2745098428567871, 0.1875613951124251, 0.0442391368560493, 0.0155362569494172]","[0.0523451132202737, 0.0348803733240765, -0.1368230164788896, -0.014058301982464, -0.026023165938215, -0.0231223240305905]",-0.09880996927034037,0.2503150992049776,0.37638257354849924
683,table,[-0.0463568508857861],[0.0171538576690234],-1.0,,
684,take,"[0.0023646755726076, -0.011526484042406, 0.0785626058932393]","[0.0422283677985769, -0.0168034559885131, 0.1428549921788436]",0.9670732936601895,0.9735269135342164,0.12107994702995407
685,taking,[0.093947367335204],[0.0020925315677251],1.0,,0.0
686,tales,[-0.0659863139735534],[0.0215926849979589],-1.0,,
687,talked,[0.1930289361625909],[0.0999361125290968],1.0,,0.0
688,target,[-0.1033676044316962],[0.03331159365868],-1.0,,
689,tasty,"[0.0375268900534138, 0.1593801788985729]","[0.1009881328531841, 0.1009881328531841]",0.8503454667527102,,0.23318743219708757
690,tears,[-0.0133288498036563],[0.0054488448356621],-1.0,,
691,telling,[0.1407622816041112],[-0.01274767698804],-1.0,,
692,tells,[0.1493582464172504],[-0.0041978027064987],-1.0,,
693,tend,[-0.0479256063699722],[0.0470263584318505],-1.0,,
694,terrorist,"[-0.0513645308092236, 0.4243387440219521]","[-0.0685486185061255, -0.0083669563094115]",-0.0009979161686692688,1.0,0.0
695,terrorists,[0.6740232445299625],[-0.0769081468777382],-1.0,,
696,terrorize,[0.5545620754128322],[0.033956006159625],1.0,,0.0
697,than,"[0.0348802227526903, 0.1011365235317498, 0.0350370228989049, 0.0022111523430794, 0.0230341923888772]","[-0.0575321012981371, 0.1009662440528412, 0.0302817516175015, -0.0024029413405692, -0.0237363353710656]",0.6192521729528748,0.7654688411337643,0.32604602516598374
698,that,"[0.0267901644110679, 0.000989988213405, 0.0100234097917564, 0.0429312774795107, -0.02660713205114, -0.024017876945436, 0.1208642399869859, -0.0179604575969278, 0.0372841572389006, 0.1159874415025115, 0.0083006583154201, 0.0584561298601329, 0.1338840490207076, -0.00300776027143, 0.1326199057511985]","[0.0484736237310318, -0.0123492851299351, -0.0672651643045446, -0.0045808595797612, 0.0231731957456969, -0.0125728296996785, -0.0485305577598368, -0.0257524831345112, 0.0096495234280533, -0.0045972858249069, -0.0012617833361314, -0.0186699661160732, -0.0429239361738871, 0.0149854229794248, 0.0486468130143357]",-0.17535774564133602,-0.07750843019599621,0.39601193638691295
699,the,"[0.0083532651853082, -0.0401235821690144, -0.0359436721152936, 0.0073687836935278, 0.0041418822584091, 0.0377117658887679, 0.0570752119383541, 0.0121187241747975, -0.0062748489490331, 0.0291649277787655, 0.0843237994122318, 0.07867637014715, 0.0871102857054211, 0.0487678595964098, -0.0005869928718311, -0.0145221302518621, 0.0150380516424775, 0.0243555011693388, 0.0888037178665399, -0.0063374387100338, 0.0154108811402693, -0.0037275816430337, 0.0553971362969605, 0.0578031547775026, -0.0009274415206164, 0.0293258503079414, 0.0196130144177004, -0.0035360320471227, 0.0612619101302698, 0.1084603507624706, 0.0159448866033926, 0.0663900280487723, 0.1279096024809405, 0.0415621376596391, 0.068298427388072, -0.0024031833745539, 0.0500831111567094, -0.0045561650767922, 0.0832313978753518, -0.0509055405855178, 0.0563480048440396, 0.0706877535558305, -0.0362080654595047, 0.0498862593667581, 0.1322439697687514, 0.0140418446680996, 0.0561823835596442, 0.0620027299155481, 0.0245842975564301, -0.024928227532655, 0.0525998703669756, 0.01481337856967, 0.0398892126977443, 0.0730668256292119, 0.0202054164838045, 0.0431263523641973]","[0.0044358731839836, 0.0044358731839836, 0.0044358731839836, 0.0044358731839836, 0.016962105509784, 0.016962105509784, 0.0332469800345263, 0.0332469800345263, -0.0003893096526325, -0.0151799535497025, 0.0522760401741617, 0.0519563644551506, 0.0681727967641515, -0.0501200948571476, -0.0501200948571476, -0.0137557356251351, 0.0101937145351897, 0.0534935262273155, 0.0534935262273155, 0.0335343096138559, 0.0150521571326457, 0.0150521571326457, -0.0311893828182013, 0.040325765729722, -0.0090835086286874, -0.0178289113111657, -0.0075507592324065, -0.053724127632925, 0.1008231110155112, 0.1008231110155112, -0.0035390836123024, 0.0269214677923275, -0.0051863783799913, -0.0087356166187043, -0.0158374611560895, -0.0338015366102826, -0.0338015366102826, -0.0079670042264797, 0.0429314454388441, 0.0175589297982736, 0.0532253296380812, 0.0106836129984513, -0.0220478108118939, 0.021223128386177, 0.0653461624586631, -0.0229857198509164, 0.0182059028678243, 0.0182059028678243, 0.0410740763545291, 0.0187793946554285, 0.0246772662169413, -0.0279692955670216, -0.0279692955670216, 0.0063041220210828, 0.0067106204464016, 0.0359626234400681]",0.5410598919265689,0.45561114082398824,0.22231543726830452
700,their,"[0.0905778762498812, 0.0826720658806152, 0.1656406996771693, 0.0452405463438481, 0.0608459850773215, 0.0466672149486839, 0.0907954622380202, 0.0763584078522399, 0.0735572970006614, -0.0183709714910946, 0.0187136492226272, -0.0235536501498981]","[0.0028476826932267, 0.024174138063676, 0.0214363525429106, 0.0041018920864002, -0.0347068048033898, 0.0121041623005547, 0.0249504170256015, 0.0249504170256015, -0.011868148492693, 0.0278912452640672, 0.0058371239314992, 0.0058371239314992]",0.3959677036760414,0.08156571107340442,0.32539280715291874
701,theis,[0.0543345241385395],[-0.0288548409920819],-1.0,,
702,them,[0.1155601969221606],[-0.0129889716294376],-1.0,,
703,there,"[0.0589963961392641, -0.0702793416567146, -0.0251694237813353, 0.0434240391477942, 0.0777330871023878]","[0.0017880692366352, 0.0751689883936872, -0.0010143921065456, 0.0133254590364609, 0.061190839242804]",0.014381100766483542,-0.2670019748541458,0.5498076501571193
704,these,"[0.0498118421528488, -0.0232434556819498, -0.0223367050057277]","[0.0638171178319271, 0.0285673741668461, 0.0260555047875435]",0.43658349466174096,0.9975275521262598,0.4166361168467036
705,they,"[0.1622467627748847, 0.0045106694160494, 0.091178573668003, 0.11337551032193, 0.0400803338270634, 0.0733527065021917, 0.0703788055106997, 0.0231165188209464, 0.0359697785189685, 0.124073153383506]","[0.0431760926253022, 0.0417982611851989, 0.0908701350764124, -0.0031571666060724, 0.0168402119085387, 0.0108055338652636, 0.0150058802872971, -0.0159572155250357, -0.0159572155250357, 0.0419984421891829]",0.6509937576776964,0.3594827371236897,0.33418209608061694
706,thief,[0.4199324157088995],[0.1291816610381261],1.0,,0.0
707,things,[-0.0728841028176248],[0.0230403160393416],-1.0,,
708,think,"[0.1140508425305597, 0.1007409146986901, 0.0347783057950437, 0.106499089859426]","[0.0098088125622118, -0.0222770370162251, -0.0048163713418752, -0.0048163713418752]",-0.3781080283918956,0.11211099953966347,0.3547532114615125
709,this,"[0.0988562767743133, 0.1266864204080775]","[0.056352458139066, 0.0595185292996725]",0.9954477230294944,1.0,0.03406869348827902
710,those,[0.0151667294558137],[-0.0451118442297261],-1.0,,
711,thought,[0.0521793913212604],[0.0106169528579328],1.0,,0.0
712,through,[0.2707018986693583],[0.0403745251625438],1.0,,0.0
713,throughout,[0.0706670065410435],[-0.0126894547262536],-1.0,,
714,throw,[-0.0213885459234006],[-0.0338456823789753],1.0,,
715,time,[-0.0166291808709502],[-0.0127501945562625],1.0,,
716,to,"[-0.0140170661034062, -0.0026884132275881, 0.0073969344957731, 0.0283945454284548, -0.0178833900718018, 0.0449280747561715, 0.0352142601186642, 0.1072443304874468, -0.0071445873472839, 0.1842367593199014, 0.0156781718251295, 0.0523898887913674, 0.0539062971947714, 0.0627023909473791, -0.0014902894035913, 0.0146826364216394, 0.03079422947485, -0.024576082243584, 0.0064110017847269, -0.0059681432321667, 0.0435114075662568, 0.1419526503304951, 0.1670695195207372, 0.0286592212505638, 0.0586823755875229, 0.0193601527716964, 0.0661827919539064, -0.0272570546367205, 0.1528374867048114, 0.0231340748723596, 0.0283106348942965, -0.0060980308917351, -0.0878475301433354, 0.0220930986106395, 0.0804738937295042, -0.0106890521128661, 0.0238910061307251, -0.0392576778540387, 0.0866084957960993, -0.040345980800339, 0.0322581314248964, 0.0218523312360048, 0.011305607156828, 0.0652273623272776, 0.0541075064684264]","[0.0298798105220668, 0.0167052879165676, -0.0368014220417204, 0.0340510914952557, -0.0054712508668177, -0.018127864538201, 0.0040230811049148, 0.0275728690064528, 0.0071785576479039, -0.0392978887056738, 0.0250201196752086, 0.0011947024714447, -0.0246745752578423, -0.0246745752578423, -0.0310152236223808, -0.0310152236223808, 0.0519892359510287, 0.0519892359510287, -0.0457206522414826, 0.0258152207672175, 0.0258152207672175, 0.0465085659211266, 0.1025418792937115, -0.0199024862334201, 0.001431471806888, 0.021023450794208, 0.021023450794208, 0.021023450794208, 0.0228078476176861, 0.0124477874057126, 0.0124477874057126, 0.0124477874057126, -0.0061631445773726, 0.0231700246376456, 0.1034024439711008, 0.0151374662590669, -0.0163225143321309, -0.0352780525128742, -0.0090532652942812, 0.0230249291078373, 0.0021093335138507, 0.0187150180134854, 0.011903879178012, 0.0061888613606832, -0.0024045599362782]",0.3347197414491952,0.2233562708651565,0.24853264036428238
717,today,[-0.0291025040205568],[-0.0079460773080242],1.0,,
718,together,[0.0023186580219771],[-0.0219606431169718],-1.0,,
719,told,[0.0206631568580633],[-0.018918225034815],-1.0,,
720,too,"[0.0111723053269088, -0.1094463535118848, 0.0562344770878553]","[0.0084168294717541, 0.0057442403773359, 0.0009362448619242]",-0.3812278703603596,-0.41640800645154097,0.5067625816500547
721,took,[0.0203239842085167],[-0.0479271555430074],-1.0,,
722,tourist,[-0.0141713101766072],[-0.03381774565089],1.0,,
723,toys,[-0.1499544872349361],[-0.0325594134574301],1.0,,
724,traditions,[0.2023641180712729],[0.0188479571416051],1.0,,0.0
725,trash,[-0.0850661582298926],[-0.0070453955055421],1.0,,
726,treat,"[0.0324439886026084, -0.1265181374037638]","[-0.0691249289635586, -0.0545001290364212]",0.40466968698119904,-1.0,0.8325546111576977
727,trip,[0.0429499098099768],[-0.091534851664128],-1.0,,
728,trucks,[-0.1831030311586801],[0.0012450633048545],-1.0,,
729,trustworthy,[0.0307989832945168],[-0.1147064492060742],-1.0,,
730,try,[-0.1002019806765019],[-0.0203450297016152],1.0,,
731,trying,[0.0459605877986177],[-0.0010581543897065],-1.0,,
732,turn,[-0.0342561907600611],[-0.0096495248915728],1.0,,
733,two,[-0.0185578068449103],[0.0072333154306345],-1.0,,
734,typically,"[0.059042589738965, 0.0702172601595521]","[0.0018265280524738, -0.0225073544660476]",-0.7108175928365998,-1.0,0.49005466702463935
735,ugly,"[0.0399276921525597, -0.0716957079712301]","[0.0734981370445907, -0.0357660532461486]",0.8197759860700674,1.0,0.0
736,uneducated,[0.336724704131484],[0.0068682283697381],1.0,,0.0
737,unfair,[0.3085540942847729],[-0.0495019045593244],-1.0,,
738,unusual,[0.5227699559181929],[0.0569763399562395],1.0,,0.0
739,up,"[-0.0552943051661714, -0.029028350720182, 0.0433661469141952, -0.0065225285012274]","[0.0283057233539171, -0.0329100887003694, -0.0505777639925122, -0.0417209303784786]",-0.4218106107075037,-0.8196098141314941,0.6960048788315526
740,us,[0.1358273744117468],[-0.0584105873101429],-1.0,,
741,useless,[0.018649740377441],[0.0253250027345084],1.0,,0.0
742,ve,[-0.0781917704734951],[0.0189585587622666],-1.0,,
743,very,"[-0.0095617544526855, 0.046136817894876, -0.0519411244895309, 0.0493349027819931, 0.0194371007382869, 0.0008922638371586, 0.0313937921309843, -0.0146863088011741, 0.030421960633248, -0.0712018362246453, 0.0073634402360767, 0.0374928535893559, -0.0461803103098645, -0.051853395299986, 0.061902199871838, -0.0648769224644638, -0.0134010079782456]","[-0.0305254830732946, -0.0157157347012636, -0.0545667002856366, 0.0303915534119602, 0.0408482046874796, 0.043947380145134, 0.0114410960727491, 0.0294788557354237, -0.021389739694202, -0.0347138480247123, -0.0375548262815342, -0.0054262736223543, -0.026306546936249, 0.0042622596344527, 0.0532532719494806, 0.0269059029548132, -0.07564932639844]",0.36924460731081266,0.36611093373103976,0.2808547114206207
744,victim,[-0.0345009576994925],[-0.0225061637115248],1.0,,
745,view,[-0.0440852181927766],[-0.0407825243490385],1.0,,
746,viewed,"[0.0013255117228254, -0.0035618739711935]","[0.0104717061830198, -0.0011232651265767]",0.446739839522192,1.0,0.0
747,visit,[0.0753149364609271],[0.0398322747185632],1.0,,0.0
748,walk,[0.0156242999946698],[-0.0126789376355979],-1.0,,
749,walking,[-0.0846056005684658],[0.0136403082072288],-1.0,,
750,want,"[0.0120531906140968, 0.2809992656402755]","[-0.0565893378929525, 0.0708383504023577]",0.7538408648985028,1.0,0.12029304990806056
751,wanted,[0.0435329535976052],[-0.0161836533268622],-1.0,,
752,wanting,[0.1073879422619938],[0.0319430840067647],1.0,,0.0
753,was,"[-0.0094943270087242, 0.0408033842686563, -0.0379405835701618, -0.050407949835062, -0.0464111333712935, -0.0039137238636612, -0.0227746753953397, -0.010608700569719, -0.0037119428161531, 0.0235851007455494, -0.0403198543936014, -0.036796094616875, 0.0040714684873819, -0.0211988147348165, -0.0082384510897099, -0.0095184795791283, -0.035890253027901, 0.0034085591323673, -0.0689555653370916]","[0.011892859250622, 0.0750424657969203, -0.0086798416309243, -0.0009075053845697, -0.0009075053845697, -0.0593237789420008, -0.0593237789420008, 0.0226817320562332, 0.0226817320562332, 0.0365254073926992, -0.0557291805615368, 0.0907725641540404, -0.0151321797278947, -0.0163555620785501, -0.0163555620785501, -0.0163555620785501, 0.0078763385147441, -0.0217501260039278, 0.0558481078186692]",0.03139890067417728,0.08410722257484463,0.3374830238168331
754,wasting,[0.1920479491818696],[-0.0205309340667272],-1.0,,
755,watched,[-0.0569190392270684],[0.0683065365793744],-1.0,,
756,watching,[0.0164583482546731],[-0.0402910432960049],-1.0,,
757,way,"[0.0177715916652232, 0.0889571257866919]","[0.0277370176569694, 0.0148801543037815]",0.6362128145248538,-1.0,0.3574285589201539
758,we,"[-0.0175148530397564, 0.0165383897256106, -0.0799106042832136, -0.0648761969059705, -0.0743164848536253, -0.0283392746932804, -0.0719304387457668, -0.0163386352360248, -0.0185290146619081, -0.0999542186036706]","[-0.0344684990416291, 0.0029169744826068, 0.0100039307049764, -0.0036443258821517, 0.0177862319368633, -0.0263103494411944, 0.0120005653418769, -0.0319007089955469, 0.0279992287926585, -0.0222785351960356]",0.06982391666831447,-0.17250449278133256,0.4328369750524669
759,weak,"[-0.0454123998060822, 0.0429894095286726]","[-0.0192424236588954, -0.1128164408537773]",-0.5555779687601349,-1.0,0.8325546111576977
760,weaker,[-0.0083463808987289],[-0.0208080411832687],1.0,,
761,wealthy,[-0.0117048855754546],[0.0877147423400193],-1.0,,
762,wear,[0.2302467983681708],[0.0611166043511594],1.0,,0.0
763,wedding,[-0.1130587570369243],[0.0412800579586853],-1.0,,
764,week,[-0.0158935963409021],[-0.0249375666141449],1.0,,
765,well,[0.1000206251628696],[-0.0532307704181122],-1.0,,
766,went,"[0.0263608980458229, 0.0495915955398231, 0.0261983529198914]","[0.0229908356585449, 0.0070001032439484, 0.0150709178300492]",0.7668028235921284,-0.865730123484582,0.26132426308130535
767,were,"[-0.0738753625191748, -0.0672491875011473, -0.0009322006080765, -0.0157509555574506, -0.03435725485906]","[-0.0146897753530019, 0.0270577621943035, -0.0185373482886634, -0.0078106298454068, 0.0051527654502512]",-0.1944005986789857,-0.474043668106045,0.5612934090196134
768,when,"[0.0255298060656059, -0.0643923417665064, -0.0032197523396462, 0.0023578001147446]","[-0.0319950656735672, 0.0121755972577031, 0.0415508658090102, -0.0038846841412382]",-0.4656180487728287,-0.4426538528302082,0.5202810828502361
769,whenever,[0.0347245328593999],[0.0496855187166523],1.0,,0.0
770,whiskey,[-0.1137699073660769],[-0.0409012714772688],1.0,,
771,white,"[-0.0231451894796919, 0.0343628223054111, 0.2848413570318371]","[0.0610138048568292, -0.0031809880420208, 0.0808278051640732]",0.73726343371092,0.5435422602456084,0.46715115745072405
772,who,"[0.0703246227931231, 0.1637124400585889, 0.1074097862583585, 0.02576819434762, 0.0506898907478898, 0.0771736968308687, 0.0657698013819754, 0.0560614836867898, -0.0032329547684639, 0.1440208125859499, 0.1128086242824792]","[-0.0082309664658168, 0.0047927796361401, 0.0448168982421656, 0.0015476638471742, 0.011655831238389, 0.0172220204802207, -0.01379836068722, -0.0302419807659161, -0.03043340515365, -0.0385034524294308, 0.0166833611441368]",0.03338359846200178,0.22167755508772463,0.31435778859783964
773,wife,"[0.0056322280724998, 0.0195595673576463, -0.2140496040810831]","[0.0325998616157073, 0.020825705436951, 0.0376040691650714]",-0.6429514257149274,-0.7652887978855387,0.41982464043753304
774,will,"[0.0233533855061978, 0.0649250338319689]","[0.026901247418863, 0.0440754645542886]",0.9795258728719295,1.0,0.08680818430564882
775,winded,[0.0052283895784057],[-0.0035623382088431],-1.0,,
776,wise,"[0.1731982154306024, 0.5163458241149783]","[-0.0171486653524561, -0.0575128388092042]",-0.9994268419997115,-1.0,0.6159942410597918
777,with,"[-0.0138995354645885, 0.0972709439811296, 0.099542427691631, 0.0499534165719524, 0.0888790252502076, -0.0013399398885667, -0.0387783371843397, 0.0266971155069768]","[0.0017654754322706, -0.0070722856671787, -0.0115082316081147, -0.0306349792334311, 0.0457820362338602, -0.0461084223085869, 0.0246605725116476, 0.0004118732475144]",-0.014651510463444302,0.061486408367783435,0.37857418344664917
778,wives,[0.0272127920761704],[-0.0215811226571998],-1.0,,
779,woman,"[-0.1992998691566754, 0.1051864945329725, -0.0483785108663141]","[-0.0386520829300301, -4.06728383698682e-05, -0.0332679999670793]",0.7919220122338666,0.9251004447155042,0.1791323499683111
780,women,"[0.0493232279550284, 0.105351194506511, 0.0788755457033403, -0.1302857870468869, 0.2902611121535301, 0.2408770038746297, 0.0965598804759793]","[0.0589556092606003, 0.1609758485813642, 0.1609758485813642, -0.0219993740288646, 0.0492003240334912, 0.0550745728788678, 0.087834182160022]",0.6270731319606152,0.26005869638253953,0.21922936843921942
781,won,[0.0199396652751602],[0.0217245856369467],1.0,,0.0
782,words,[-0.0481563690118491],[-0.0394480371672799],1.0,,
783,work,"[-0.0651477666106075, -0.06288996594958]","[-0.006104383827239, 0.0166772337413043]",-0.40491129357931377,1.0,0.0
784,world,[0.0305738686583936],[-0.0283911535387236],-1.0,,
785,would,"[0.1558191229123622, -0.0217633953434415, 0.0664712014258839, 0.0237347631482407]","[0.0921718059589401, 0.0102954460947301, 0.045147649588037, -0.0472877209677247]",0.8185549705980537,0.7793616150184568,0.34927993971800103
786,years,[0.0072310300602111],[0.0535547231638624],1.0,,0.0
787,you,"[-0.1081219553016126, 0.006372476927936, 0.0217598243616521, 0.0526262689381837]","[-0.0491458862961942, 0.0164225619193882, 0.0099199602268784, 0.0231378931240496]",0.9719724767642945,0.9784361177813689,0.03862350444404871
788,younger,[-0.1192894691776018],[-0.0424637215293159],1.0,,
789,your,"[-0.0350998045469168, 0.0127794268773868]","[-0.0456614820398339, 0.0312991070426251]",0.9684828334819985,1.0,0.0
